left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5729750990867615,0.9898970127105713,-5.595792629264906e-08,0.62977135181427,0.8408998250961304,-0.007268639747053385,0.6041338443756104,0.6367590427398682,-0.028899816796183586,0.5392205715179443,0.4804697036743164,-0.045688897371292114,0.4649994671344757,0.3901793658733368,-0.06626467406749725,0.6221534013748169,0.655960202217102,-0.10114370286464691,0.5294263362884521,0.4628239572048187,-0.13515695929527283,0.48194676637649536,0.40999868512153625,-0.14209119975566864,0.45062416791915894,0.3944624066352844,-0.1425868272781372,0.5361616611480713,0.727336049079895,-0.1136399582028389,0.45044398307800293,0.5189435482025146,-0.1382037252187729,0.4609616696834564,0.5583962798118591,-0.12321437895298004,0.48197677731513977,0.6260412931442261,-0.1147027537226677,0.4487740993499756,0.7962327599525452,-0.12104649841785431,0.38689592480659485,0.598517656326294,-0.13784758746623993,0.40551942586898804,0.6430158019065857,-0.10179536044597626,0.42449048161506653,0.707716703414917,-0.08047904074192047,0.36529627442359924,0.8542072176933289,-0.126960888504982,0.3221801519393921,0.6732679009437561,-0.13338659703731537,0.34695377945899963,0.710211455821991,-0.10096059739589691,0.364012748003006,0.7703132629394531,-0.08011545240879059
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5732201337814331,0.9909930229187012,1.3957891731308791e-08,0.6309242248535156,0.8448477983474731,-0.009389139711856842,0.608307957649231,0.6401416063308716,-0.031436409801244736,0.5441634058952332,0.4881439805030823,-0.047902144491672516,0.4701245129108429,0.39988645911216736,-0.06883840262889862,0.622069239616394,0.6604210734367371,-0.10347359627485275,0.5334265828132629,0.4719926714897156,-0.13436833024024963,0.4808090031147003,0.4006451666355133,-0.1392928659915924,0.43882322311401367,0.3589273691177368,-0.1402568370103836,0.5352855324745178,0.7318066954612732,-0.11644723266363144,0.45116040110588074,0.5212332606315613,-0.1425846815109253,0.46566489338874817,0.5596067905426025,-0.1271786391735077,0.4874612092971802,0.6274577975273132,-0.1173083558678627,0.44884806871414185,0.80225670337677,-0.12403689324855804,0.3885841965675354,0.6058313250541687,-0.14305345714092255,0.41193464398384094,0.6503473520278931,-0.10672938823699951,0.43166956305503845,0.714582622051239,-0.0841195210814476,0.36685943603515625,0.860796332359314,-0.13032445311546326,0.32373303174972534,0.6789277195930481,-0.1387138068675995,0.3510194420814514,0.7141681909561157,-0.10646643489599228,0.36797595024108887,0.7731714248657227,-0.08534223586320877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5713081359863281,0.9952967166900635,6.037716104856372e-08,0.6309490203857422,0.8517569303512573,-0.0061673917807638645,0.6100960969924927,0.6546049118041992,-0.026554632931947708,0.5470296740531921,0.5119225978851318,-0.04166446626186371,0.48340097069740295,0.43264666199684143,-0.0608316995203495,0.6231123208999634,0.6628669500350952,-0.10227767378091812,0.5321430563926697,0.4660738706588745,-0.12903766334056854,0.4776694178581238,0.39167794585227966,-0.12989942729473114,0.43426376581192017,0.3493468463420868,-0.12801292538642883,0.5345288515090942,0.7310357093811035,-0.11477155238389969,0.44882094860076904,0.5232027173042297,-0.13894721865653992,0.46247759461402893,0.5605612397193909,-0.12212453037500381,0.48376697301864624,0.6290561556816101,-0.11035466939210892,0.4467726945877075,0.7987350225448608,-0.1211705133318901,0.3855586349964142,0.6048969030380249,-0.13828586041927338,0.40948864817619324,0.6514643430709839,-0.10356944054365158,0.4298137128353119,0.7176668643951416,-0.08139682561159134,0.3650500774383545,0.8570912480354309,-0.12576451897621155,0.3208022117614746,0.6825961470603943,-0.13293853402137756,0.3481498956680298,0.7191553115844727,-0.10212492197751999,0.36544984579086304,0.778048574924469,-0.08138705790042877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5739898085594177,0.994015097618103,7.605828500345524e-08,0.6284340023994446,0.8477888107299805,-0.011236813850700855,0.6065846085548401,0.6456629037857056,-0.0355679988861084,0.5412337779998779,0.502112627029419,-0.05398017540574074,0.4663548469543457,0.4327598214149475,-0.07667303830385208,0.6223605871200562,0.6627870798110962,-0.10519469529390335,0.5358439087867737,0.4725147485733032,-0.1386873424053192,0.4804096817970276,0.38780978322029114,-0.14667703211307526,0.4336695075035095,0.331925630569458,-0.15009920299053192,0.5340384840965271,0.734295666217804,-0.11892257630825043,0.444222629070282,0.5235037207603455,-0.1530579924583435,0.46122658252716064,0.5658941864967346,-0.14142918586730957,0.4869370460510254,0.6383897662162781,-0.13137316703796387,0.44660815596580505,0.80448317527771,-0.12715467810630798,0.3802854120731354,0.6050202250480652,-0.1525719165802002,0.40629857778549194,0.6504400968551636,-0.11794465035200119,0.4298383593559265,0.7184134125709534,-0.09361185133457184,0.3644910156726837,0.8642286658287048,-0.13429108262062073,0.3172619342803955,0.6838319897651672,-0.14676573872566223,0.34526491165161133,0.7186936736106873,-0.11549718677997589,0.3637496829032898,0.7813095450401306,-0.0933762788772583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5746314525604248,0.9891555309295654,2.0076306839200697e-07,0.6259042024612427,0.8420180678367615,-0.008237008936703205,0.6080094575881958,0.6454249024391174,-0.03534240275621414,0.5498242974281311,0.5120293498039246,-0.05712321773171425,0.49180716276168823,0.4486752152442932,-0.08365357667207718,0.6177632808685303,0.6612254977226257,-0.11361720412969589,0.5364651679992676,0.46647369861602783,-0.1486569344997406,0.48021364212036133,0.375099241733551,-0.15684723854064941,0.43018004298210144,0.31509268283843994,-0.1599411517381668,0.5302109718322754,0.7358046770095825,-0.12907396256923676,0.43999961018562317,0.5227423310279846,-0.1655101180076599,0.4603847563266754,0.5597162246704102,-0.15221787989139557,0.4880429804325104,0.6304330825805664,-0.14036345481872559,0.4443168640136719,0.8075065612792969,-0.13787595927715302,0.3754849433898926,0.600389838218689,-0.1640266478061676,0.403123676776886,0.6400059461593628,-0.12705795466899872,0.42769208550453186,0.7096663117408752,-0.10061643272638321,0.36471885442733765,0.8689928650856018,-0.14509181678295135,0.31485000252723694,0.6793399453163147,-0.1568269282579422,0.34590721130371094,0.7102074027061462,-0.12262477725744247,0.36624807119369507,0.7753220200538635,-0.09784546494483948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814803838729858,0.9870340824127197,2.941895616004331e-07,0.6325681805610657,0.8382037281990051,-0.013282261788845062,0.6100409030914307,0.6479166746139526,-0.04261041432619095,0.5424512624740601,0.525773286819458,-0.06464146077632904,0.472089558839798,0.4859996438026428,-0.09139584004878998,0.6153349876403809,0.6604610085487366,-0.12252829968929291,0.5314825177192688,0.4583714008331299,-0.1580999791622162,0.4724085032939911,0.3531978130340576,-0.16741177439689636,0.4193747341632843,0.27980971336364746,-0.17278042435646057,0.5244106650352478,0.7332390546798706,-0.13431905210018158,0.4389459192752838,0.5330381989479065,-0.1686265766620636,0.4616033434867859,0.5723680853843689,-0.15333746373653412,0.4908114969730377,0.6386315226554871,-0.14214201271533966,0.43678295612335205,0.8033513426780701,-0.1394328773021698,0.3729861378669739,0.6080596446990967,-0.16165190935134888,0.40005776286125183,0.6466169953346252,-0.12242160737514496,0.4241921007633209,0.7126078605651855,-0.09698071330785751,0.35706615447998047,0.8648748993873596,-0.14381557703018188,0.3134298324584961,0.6810785531997681,-0.15220850706100464,0.3435017168521881,0.7139513492584229,-0.11677351593971252,0.36168503761291504,0.7776712775230408,-0.09263885021209717
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580646812915802,0.99280846118927,3.0382406634998915e-07,0.6333122849464417,0.8423841595649719,-0.01567489467561245,0.6100418567657471,0.6499130725860596,-0.04364926740527153,0.5443565845489502,0.5232423543930054,-0.06342266499996185,0.4736115336418152,0.47411876916885376,-0.08714740723371506,0.6141353845596313,0.6628509759902954,-0.12641474604606628,0.5310598015785217,0.4575069546699524,-0.1628345549106598,0.47267961502075195,0.35260263085365295,-0.17137201130390167,0.41950270533561707,0.27870821952819824,-0.17543137073516846,0.52213054895401,0.7356057167053223,-0.13563133776187897,0.4388626515865326,0.5298521518707275,-0.1688614785671234,0.4630908966064453,0.5703839063644409,-0.1513628214597702,0.4922868311405182,0.6378492712974548,-0.13838839530944824,0.4340977668762207,0.8053343892097473,-0.13845540583133698,0.37526845932006836,0.6069104075431824,-0.15807360410690308,0.4028148353099823,0.647560715675354,-0.11745277047157288,0.4263037145137787,0.713358461856842,-0.09149610996246338,0.35568997263908386,0.8650179505348206,-0.1409560739994049,0.3174789249897003,0.6791303753852844,-0.14601154625415802,0.34774187207221985,0.7131045460700989,-0.10988475382328033,0.3650331497192383,0.7767532467842102,-0.08584791421890259
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5758854746818542,0.9955673217773438,3.113917159680568e-07,0.6281505227088928,0.8455832004547119,-0.01735294796526432,0.6025516986846924,0.6574687361717224,-0.044325072318315506,0.5360028147697449,0.5371328592300415,-0.06401673704385757,0.4664350152015686,0.49094510078430176,-0.08730389922857285,0.6133283972740173,0.6541049480438232,-0.11896361410617828,0.524787962436676,0.4418278932571411,-0.1535869985818863,0.46333372592926025,0.3341781497001648,-0.16054370999336243,0.4091469645500183,0.2589057981967926,-0.16319234669208527,0.5222817659378052,0.7283406257629395,-0.1275293529033661,0.43703994154930115,0.528068482875824,-0.16150115430355072,0.4585852324962616,0.569212794303894,-0.1456998735666275,0.4883979558944702,0.6355623602867126,-0.13284100592136383,0.4352673888206482,0.7994433045387268,-0.13055141270160675,0.3740867078304291,0.6058270335197449,-0.15258923172950745,0.4007773697376251,0.6486920118331909,-0.11507164686918259,0.4254307150840759,0.712939441204071,-0.08964944630861282,0.3569819927215576,0.8603330850601196,-0.13342399895191193,0.3172801733016968,0.6758725047111511,-0.14029397070407867,0.346937358379364,0.7096575498580933,-0.1061917170882225,0.3663380742073059,0.7717263102531433,-0.08261217921972275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5836746692657471,1.0007030963897705,2.3804012982964196e-07,0.6329990029335022,0.8434455394744873,-0.010647629387676716,0.6045761704444885,0.6543886661529541,-0.035545192658901215,0.5359404683113098,0.5325932502746582,-0.05440080165863037,0.46199750900268555,0.4845462441444397,-0.07773873209953308,0.6118441820144653,0.6472576260566711,-0.11424175649881363,0.523712158203125,0.43631547689437866,-0.14845342934131622,0.463133305311203,0.33044159412384033,-0.15600918233394623,0.4101504683494568,0.25663796067237854,-0.159236341714859,0.5225666761398315,0.7220055460929871,-0.12582074105739594,0.43376338481903076,0.52536940574646,-0.1559390127658844,0.4541773498058319,0.5639216899871826,-0.13875654339790344,0.4842815101146698,0.6272439956665039,-0.12663787603378296,0.43682369589805603,0.7974337339401245,-0.1315506398677826,0.37294650077819824,0.6066620349884033,-0.15150518715381622,0.39941614866256714,0.6479382514953613,-0.11361296474933624,0.4232521057128906,0.7104862928390503,-0.08920815587043762,0.3589210510253906,0.8633065819740295,-0.1364687979221344,0.31370383501052856,0.6816802620887756,-0.14349305629730225,0.34352976083755493,0.7127880454063416,-0.10921808332204819,0.36224988102912903,0.7712365388870239,-0.0858335942029953
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5747606754302979,1.0061266422271729,2.3529305792635569e-07,0.6277013421058655,0.8509159088134766,-0.015463692136108875,0.6015194654464722,0.6549850702285767,-0.04229743033647537,0.5313552021980286,0.5218343138694763,-0.06202123314142227,0.4593980312347412,0.4706144332885742,-0.08540143817663193,0.6104150414466858,0.6528786420822144,-0.11962820589542389,0.518635630607605,0.4386335015296936,-0.15510153770446777,0.45916926860809326,0.3346783518791199,-0.162641704082489,0.4085153639316559,0.26101380586624146,-0.1655961573123932,0.5191348791122437,0.7284680008888245,-0.1292976588010788,0.43452566862106323,0.5214411020278931,-0.16272598505020142,0.4551554024219513,0.558036208152771,-0.14722119271755219,0.48452138900756836,0.6232035160064697,-0.13558143377304077,0.43238964676856995,0.8001691102981567,-0.1331620067358017,0.37389570474624634,0.6038022041320801,-0.15420058369636536,0.39899441599845886,0.6463383436203003,-0.11673172563314438,0.42185503244400024,0.7118862271308899,-0.09285736083984375,0.3538825809955597,0.8618590831756592,-0.13682644069194794,0.31486499309539795,0.6816026568412781,-0.14361980557441711,0.3442418873310089,0.7186660170555115,-0.10976893454790115,0.36277154088020325,0.7807734608650208,-0.0872621238231659
